recording_session_id,recording_id,piece_id,qinist_id,recording_take_no,batch_id,batch_take_no,script_id,event_id,event_range,gesture_id,normalized_name,primary_sound_type,expected_sample_type,realization_variant,realization_pre_action,is_context_take,is_special_take,slate_number,spoken_slate_text,asr_accepted_variants,recording_instruction,gap_instruction,tail_instruction,retake_policy,raw_file_policy,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,011,batch02,001,RS_XWC_002_011,XWC_P02_N05,,SAN_TIAO_7,散挑七,散音,atomic,straight,none,false,false,011,零幺幺,零幺幺;零一一,弹散音挑七弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,012,batch02,002,RS_XWC_002_012,XWC_P02_N06,,AN_THUMB_9_GOU_4,大九勾四,按音,atomic,straight,none,false,false,012,零幺二,零幺二;零一二,大指按九徽，勾四弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,013,batch02,003,RS_XWC_002_013,XWC_P02_N06,,AN_THUMB_9_GOU_4,大九勾四,按音,atomic,chuo,chuo,false,false,013,零幺三,零幺三;零一三,大指九徽勾四弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,014,batch02,004,RS_XWC_002_014,XWC_P03_N01,,SAN_TIAO_6,散挑六,散音,atomic,straight,none,false,false,014,零幺四,零幺四;零一四,弹散音挑六弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,015,batch02,005,RS_XWC_002_015,XWC_P03_N02,,SAN_GOU_4,散勾四,散音,atomic,straight,none,false,false,015,零幺五,零幺五;零一五,弹散音勾四弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,016,batch02,006,RS_XWC_002_016,XWC_P03_N03,,SAN_TIAO_5,散挑五,散音,atomic,straight,none,false,false,016,零幺六,零幺六;零一六,弹散音挑五弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,017,batch02,007,RS_XWC_002_017,XWC_P03_N04,,AN_RING_10_8_GOU_3,名十徽八勾三,按音,atomic,straight,none,false,false,017,零幺七,零幺七;零一七,名指按十徽八，勾三弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,018,batch02,008,RS_XWC_002_018,XWC_P03_N04,,AN_RING_10_8_GOU_3,名十徽八勾三,按音,atomic,zhu,zhu,false,false,018,零幺八,零幺八;零一八,名指十徽八勾三弦，录注按版本，注为谱面明示动作，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 谱面明示注
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,019,batch02,009,RS_XWC_002_019,XWC_P03_N05,,SAN_TIAO_6,散挑六,散音,atomic,straight,none,false,false,019,零幺九,零幺九;零一九,弹散音挑六弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,020,batch02,010,RS_XWC_002_020,XWC_P03_N06,,AN_THUMB_9_GOU_3,大九勾三,按音,atomic,straight,none,false,false,020,零二零,零二零,大指按九徽，勾三弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,021,batch03,001,RS_XWC_002_021,XWC_P03_N06,,AN_THUMB_9_GOU_3,大九勾三,按音,atomic,chuo,chuo,false,false,021,零二幺,零二幺;零二一,大指九徽勾三弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,022,batch03,002,RS_XWC_002_022,XWC_P04_N01,,SAN_TIAO_5,散挑五,散音,atomic,straight,none,false,false,022,零二二,零二二,弹散音挑五弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,023,batch03,003,RS_XWC_002_023,XWC_P04_N02,,SAN_GOU_3,散勾三,散音,atomic,straight,none,false,false,023,零二三,零二三,弹散音勾三弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,024,batch03,004,RS_XWC_002_024,XWC_P04_N03,,SAN_TIAO_4,散挑四,散音,atomic,straight,none,false,false,024,零二四,零二四,弹散音挑四弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,025,batch03,005,RS_XWC_002_025,XWC_P04_N04,,AN_RING_10_GOU_2,名十勾二,按音,atomic,straight,none,false,false,025,零二五,零二五,名指按十徽，勾二弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,026,batch03,006,RS_XWC_002_026,XWC_P04_N04,,AN_RING_10_GOU_2,名十勾二,按音,atomic,chuo,chuo,false,false,026,零二六,零二六,名指十徽勾二弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,027,batch03,007,RS_XWC_002_027,XWC_P04_N05,,SAN_TIAO_5,散挑五,散音,atomic,straight,none,false,false,027,零二七,零二七,弹散音挑五弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,028,batch03,008,RS_XWC_002_028,XWC_P04_N06,,AN_THUMB_9_GOU_2,大九勾二,按音,atomic,straight,none,false,false,028,零二八,零二八,大指按九徽，勾二弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,029,batch03,009,RS_XWC_002_029,XWC_P04_N06,,AN_THUMB_9_GOU_2,大九勾二,按音,atomic,chuo,chuo,false,false,029,零二九,零二九,大指九徽勾二弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,030,batch03,010,RS_XWC_002_030,XWC_P05_N01,,SAN_TIAO_4,散挑四,散音,atomic,straight,none,false,false,030,零三零,零三零,弹散音挑四弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,031,batch04,001,RS_XWC_002_031,XWC_P05_N02,,SAN_GOU_2,散勾二,散音,atomic,straight,none,false,false,031,零三幺,零三幺;零三一,弹散音勾二弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,032,batch04,002,RS_XWC_002_032,XWC_P05_N03,,SAN_TIAO_3,散挑三,散音,atomic,straight,none,false,false,032,零三二,零三二,弹散音挑三弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,033,batch04,003,RS_XWC_002_033,XWC_P05_N04,,AN_RING_10_GOU_1,名十勾一,按音,atomic,straight,none,false,false,033,零三三,零三三,名指按十徽，勾一弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,034,batch04,004,RS_XWC_002_034,XWC_P05_N04,,AN_RING_10_GOU_1,名十勾一,按音,atomic,chuo,chuo,false,false,034,零三四,零三四,名指十徽勾一弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,035,batch04,005,RS_XWC_002_035,XWC_P05_N05,,SAN_TIAO_4,散挑四,散音,atomic,straight,none,false,false,035,零三五,零三五,弹散音挑四弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,036,batch04,006,RS_XWC_002_036,XWC_P05_N06,,AN_THUMB_9_GOU_1,大九勾一,按音,atomic,straight,none,false,false,036,零三六,零三六,大指按九徽，勾一弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,037,batch04,007,RS_XWC_002_037,XWC_P05_N06,,AN_THUMB_9_GOU_1,大九勾一,按音,atomic,chuo,chuo,false,false,037,零三七,零三七,大指九徽勾一弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
