phrase_id,section_id,event_range,phrase_role,version_id,wav_path,phrase_start_s,phrase_end_s,start_event_id,end_event_id,source_alignment_rows,phrase_boundary_source,review_status,issue_type,severity,comment,preferred_version,experimental_render,production_grade,not_ml_training_data,phrase_play_start_s,phrase_play_end_s,phrase_tail_end_s,next_phrase_first_attack_s,phrase_end_policy
XWC_P03_LOCAL_PHRASE,XWC_P03,XWC_P03_N01_to_XWC_P03_N06,provisional_local_render_phrase,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,30.415,49.077,XWC_P03_N01,XWC_P03_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,30.415,46.515,49.077,46.545,before_next_phrase_first_attack_minus_0.03s
XWC_P03_LOCAL_PHRASE,XWC_P03,XWC_P03_N01_to_XWC_P03_N06,provisional_local_render_phrase,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,35.467,58.223,XWC_P03_N01,XWC_P03_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,35.467,55.317,58.223,55.347,before_next_phrase_first_attack_minus_0.03s
XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,provisional_local_render_phrase,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,46.502,67.317,XWC_P04_N01,XWC_P04_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,46.502,62.912,67.317,62.942,before_next_phrase_first_attack_minus_0.03s
XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,provisional_local_render_phrase,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,48.723,68.756,XWC_P04_N01,XWC_P04_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,48.723,65.940,68.756,65.970,before_next_phrase_first_attack_minus_0.03s
XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,provisional_local_render_phrase,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,45.293,63.779,XWC_P04_N01,XWC_P04_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,45.293,60.589,63.779,60.619,before_next_phrase_first_attack_minus_0.03s
XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,provisional_local_render_phrase,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,54.095,77.023,XWC_P04_N01,XWC_P04_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,54.095,73.568,77.023,73.598,before_next_phrase_first_attack_minus_0.03s
XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,provisional_local_render_phrase,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,62.056,81.132,XWC_P05_N01,XWC_P05_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,62.056,77.892,81.132,77.922,before_next_phrase_first_attack_minus_0.03s
XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,provisional_local_render_phrase,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,65.084,85.225,XWC_P05_N01,XWC_P05_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,65.084,81.303,85.225,81.333,before_next_phrase_first_attack_minus_0.03s
XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,provisional_local_render_phrase,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,59.733,78.721,XWC_P05_N01,XWC_P05_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,59.733,74.275,78.721,74.305,before_next_phrase_first_attack_minus_0.03s
XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,provisional_local_render_phrase,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,72.712,94.063,XWC_P05_N01,XWC_P05_N06,6,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,72.712,91.650,94.063,91.680,before_next_phrase_first_attack_minus_0.03s
XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,provisional_local_render_phrase,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,77.290,91.380,XWC_P06_N01,XWC_P06_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,77.290,87.677,91.380,87.707,before_next_phrase_first_attack_minus_0.03s
XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,provisional_local_render_phrase,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,80.701,93.908,XWC_P06_N01,XWC_P06_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,80.701,91.770,93.908,91.800,before_next_phrase_first_attack_minus_0.03s
XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,provisional_local_render_phrase,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,73.673,86.317,XWC_P06_N01,XWC_P06_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,73.673,83.651,86.317,83.681,before_next_phrase_first_attack_minus_0.03s
XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,provisional_local_render_phrase,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,91.048,106.603,XWC_P06_N01,XWC_P06_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,91.048,103.850,106.603,103.880,before_next_phrase_first_attack_minus_0.03s
XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,provisional_local_render_phrase,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,87.060,101.429,XWC_P07_N01,XWC_P07_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,87.060,97.581,101.429,97.611,before_next_phrase_first_attack_minus_0.03s
XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,provisional_local_render_phrase,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,91.153,105.236,XWC_P07_N01,XWC_P07_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,91.153,102.017,105.236,102.047,before_next_phrase_first_attack_minus_0.03s
XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,provisional_local_render_phrase,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,83.034,96.324,XWC_P07_N01,XWC_P07_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,83.034,92.753,96.324,92.783,before_next_phrase_first_attack_minus_0.03s
XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,provisional_local_render_phrase,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,103.233,118.948,XWC_P07_N01,XWC_P07_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,103.233,116.050,118.948,116.080,before_next_phrase_first_attack_minus_0.03s
XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,provisional_local_render_phrase,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,95.732,110.575,XWC_P08_N01,XWC_P08_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,95.732,107.451,110.575,107.481,before_next_phrase_first_attack_minus_0.03s
XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,provisional_local_render_phrase,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,100.168,117.927,XWC_P08_N01,XWC_P08_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,100.168,112.605,117.927,112.635,before_next_phrase_first_attack_minus_0.03s
XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,provisional_local_render_phrase,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,92.258,107.926,XWC_P08_N01,XWC_P08_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,92.258,101.943,107.926,101.973,before_next_phrase_first_attack_minus_0.03s
XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,provisional_local_render_phrase,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,114.201,130.004,XWC_P08_N01,XWC_P08_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,114.201,128.250,130.004,128.280,before_next_phrase_first_attack_minus_0.03s
XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,transition_phrase_with_context_reference,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,104.697,120.539,XWC_P09_N01,XWC_P09_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,104.697,117.401,120.539,117.431,before_next_phrase_first_attack_minus_0.03s
XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,transition_phrase_with_context_reference,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,109.851,125.918,XWC_P09_N01,XWC_P09_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,109.851,123.006,125.918,123.036,before_next_phrase_first_attack_minus_0.03s
XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,transition_phrase_with_context_reference,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,101.833,115.735,XWC_P09_N01,XWC_P09_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,101.833,112.490,115.735,112.520,before_next_phrase_first_attack_minus_0.03s
XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,transition_phrase_with_context_reference,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,125.496,142.838,XWC_P09_N01,XWC_P09_N04,4,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,125.496,140.750,142.838,140.780,before_next_phrase_first_attack_minus_0.03s
XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,closing_harmonic_cadence,A_LITERAL,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/A_LITERAL/XWC_BAIYA_A_LITERAL.wav,116.371,140.721,XWC_P10_N01,XWC_P10_N07,7,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,116.371,140.721,140.721,,final_phrase_uses_render_duration_or_last_event_safe_tail
XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,closing_harmonic_cadence,B_PHRASE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/B_PHRASE/XWC_BAIYA_B_PHRASE.wav,121.976,146.805,XWC_P10_N01,XWC_P10_N07,7,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,121.976,146.805,146.805,,final_phrase_uses_render_duration_or_last_event_safe_tail
XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,closing_harmonic_cadence,C_QINIST_STYLE,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/C_QINIST_STYLE/XWC_BAIYA_C_QINIST_STYLE.wav,111.460,134.605,XWC_P10_N01,XWC_P10_N07,7,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,111.460,134.605,134.605,,final_phrase_uses_render_duration_or_last_event_safe_tail
XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,closing_harmonic_cadence,D_TEACHING_DIAGNOSTIC,04_outputs/XWC/RS_XWC_002_BAIYA_PILOT/abcd_experimental_render/D_TEACHING_DIAGNOSTIC/XWC_BAIYA_D_TEACHING_DIAGNOSTIC.wav,139.720,166.573,XWC_P10_N01,XWC_P10_N07,7,derived_from_version_alignment_not_absolute_switching,not_started_provisional,,,,,true,false,true,139.720,166.573,166.573,,final_phrase_uses_render_duration_or_last_event_safe_tail
