review_id,phrase_id,version_id,section_id,issue_type,severity,comment,suggested_revision,review_status,gpt_review_pending,e_revision_plan_generated,e_generated,f_generation_pending,f_input_source,f_not_generated,f_generation_completed,f_version_id,experimental_render,review_only,production_grade
R2_REVIEW_XWC_P05_LOCAL_PHRASE_E_REVIEWED,XWC_P05_LOCAL_PHRASE,E_REVIEWED,XWC_P05,good,low,同第2句,同第2句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_E_REVIEWED,XWC_P06_LOCAL_PHRASE,E_REVIEWED,XWC_P06,transition_unnatural,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_E_REVIEWED,XWC_P06_LOCAL_PHRASE,E_REVIEWED,XWC_P06,good,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_E_REVIEWED,XWC_P07_LOCAL_PHRASE,E_REVIEWED,XWC_P07,good,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_E_REVIEWED,XWC_P07_LOCAL_PHRASE,E_REVIEWED,XWC_P07,transition_unnatural,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_E_REVIEWED,XWC_P08_LOCAL_PHRASE,E_REVIEWED,XWC_P08,good,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_E_REVIEWED,XWC_P09_LOCAL_PHRASE,E_REVIEWED,XWC_P09,transition_unnatural,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_E_REVIEWED,XWC_P09_LOCAL_PHRASE,E_REVIEWED,XWC_P09,good,low,同第1句,同第1句,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P01_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P01,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P01_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P01,p01_class_n03_to_n04_tightened,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P01_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P01,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P02_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P02,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。 T008-safe 继承 E 的 XWC_P02_N03=T014，不回退 T008。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P02_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P02,p02_class_n05_to_n06_tightened,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。 T008-safe 继承 E 的 XWC_P02_N03=T014，不回退 T008。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P02_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P02,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。 T008-safe 继承 E 的 XWC_P02_N03=T014，不回退 T008。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P02_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P02,t008_safety_guard,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。 T008-safe 继承 E 的 XWC_P02_N03=T014，不回退 T008。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P03_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P03_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P03,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P03_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P03_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P03,p02_class_n05_to_n06_tightened,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P03_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P03_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P03,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P04_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P04_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P04,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P04_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P04_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P04,p02_class_n05_to_n06_tightened,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P04_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P04_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P04,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P05_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P05_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P05,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P05_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P05_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P05,p02_class_n05_to_n06_tightened,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P05_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P05_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P05,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N05->N06，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P06_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P06,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P06_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P06,p01_class_n03_to_n04_tightened,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P06_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P06,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P07_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P07,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P07_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P07,p01_class_n03_to_n04_tightened,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P07_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P07,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P08_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P08,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P08_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P08,p01_class_n03_to_n04_tightened,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P08_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P08,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P09_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P09,f_global_tempo_1_5x,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。 P09 只继承 P01 类 timing 修订，不绑定 T008-safe。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P09_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P09,p01_class_n03_to_n04_tightened,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。 P09 只继承 P01 类 timing 修订，不绑定 T008-safe。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P09_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P09,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接，并保留自然尾音。 P09 只继承 P01 类 timing 修订，不绑定 T008-safe。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，收紧 N03->N04，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P10_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P10,f_global_tempo_1_5x,low,F full_tail 复生成记录：P10 作为全局 tempo policy 来源，而非局部第 10 句修订；本次保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_F_FINAL_REVIEWED,XWC_P10_LOCAL_PHRASE,F_FINAL_REVIEWED,XWC_P10,f_tail_truncation_fixed_by_full_tail_refresh,low,F full_tail 复生成记录：P10 作为全局 tempo policy 来源，而非局部第 10 句修订；本次保留自然尾音。,E_REVIEWED -> F_FINAL_REVIEWED：保持既有 attack timeline 约 1.5 倍提速，并将 source preview 刷新为 full_tail。,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
