review_id,render_set_id,phrase_id,section_id,event_range,active_version_id,preferred_version_id,quick_judgement,issue_type,severity,comment,suggested_revision,reviewer,reviewed_at,updated_at,review_status,gpt_review_pending,e_revision_plan_generated,e_generated,f_generation_pending,f_input_source,f_not_generated,f_generation_completed,f_version_id,experimental_render,review_only,production_grade
R2_REVIEW_XWC_P06_LOCAL_PHRASE_B_PHRASE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,B_PHRASE,F_FINAL_REVIEWED,,[],low,同第1句,同第1句,human,,2026-06-20T12:01:08.902Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,A_LITERAL,B_PHRASE,,[],low,,,human,2026-06-20T11:15:44.861830+00:00,2026-06-20T11:15:44.861832+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,A_LITERAL,B_PHRASE,,[],low,,,human,2026-06-20T11:15:44.861835+00:00,2026-06-20T11:15:44.861838+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P01_LOCAL_PHRASE,XWC_P01,XWC_P01_N01_to_XWC_P01_N04,A_LITERAL,C_QINIST_STYLE,,[],low,,,human,2026-06-20T11:15:44.861842+00:00,2026-06-20T11:15:44.861844+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P02_LOCAL_PHRASE,XWC_P02,XWC_P02_N01_to_XWC_P02_N06,A_LITERAL,C_QINIST_STYLE,,[],low,,,human,2026-06-20T11:15:44.861848+00:00,2026-06-20T11:15:44.861850+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_C_QINIST_STYLE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,C_QINIST_STYLE,F_FINAL_REVIEWED,,[],low,同第1句,同第1句,human,,2026-06-20T11:17:50.735Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_C_QINIST_STYLE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,C_QINIST_STYLE,F_FINAL_REVIEWED,,[],low,同第1句,同第1句,human,,2026-06-20T11:17:54.149Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_B_PHRASE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,B_PHRASE,F_FINAL_REVIEWED,,[],low,同第1句,同第1句,human,,2026-06-20T11:18:17.229Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_C_QINIST_STYLE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,C_QINIST_STYLE,F_FINAL_REVIEWED,,[],low,同第1句,同第1句,human,,2026-06-20T11:17:57.337Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_B_PHRASE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,B_PHRASE,F_FINAL_REVIEWED,,[],low,同第1句,同第1句,human,,2026-06-20T11:18:07.151Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_B_PHRASE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,B_PHRASE,F_FINAL_REVIEWED,,"[""context_take_overused""]",high,把带上下文的掐起和上下文连接，这样不是就有2个上下文的音了？,,human,,2026-06-20T11:19:18.872Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_C_QINIST_STYLE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,C_QINIST_STYLE,F_FINAL_REVIEWED,,"[""context_take_overused""]",high,把带上下文的掐起和上下文连接，这样不是就有2个上下文的音了？,,human,,2026-06-20T11:19:26.798Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_D_TEACHING_DIAGNOSTIC,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,D_TEACHING_DIAGNOSTIC,F_FINAL_REVIEWED,,"[""context_take_overused""]",high,把带上下文的掐起和上下文连接，这样不是就有2个上下文的音了？,把带上下文的掐起和上下文连接，这样不是就有2个上下文的音了？,human,,2026-06-20T11:19:30.940Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,A_LITERAL,A_LITERAL,,[],low,,,human,2026-06-20T11:15:44.861913+00:00,2026-06-20T11:15:44.861915+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,A_LITERAL,F_FINAL_REVIEWED,,"[""good""]",low,试试其它节拍,1——234——5——6——7——,human,,2026-06-20T11:20:38.396Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_A_LITERAL,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,A_LITERAL,B_PHRASE,,[],low,,,human,2026-06-20T11:15:44.861926+00:00,2026-06-20T11:15:44.861928+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_B_PHRASE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P01_LOCAL_PHRASE,XWC_P01,XWC_P01_N01_to_XWC_P01_N04,B_PHRASE,C_QINIST_STYLE,,[],low,,,human,2026-06-20T11:15:44.861933+00:00,2026-06-20T11:15:44.861935+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_D_TEACHING_DIAGNOSTIC,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,D_TEACHING_DIAGNOSTIC,F_FINAL_REVIEWED,,[],low,,,human,,,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_C_QINIST_STYLE,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,C_QINIST_STYLE,F_FINAL_REVIEWED,,[],low,,,human,,,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,E_REVIEWED,F_FINAL_REVIEWED,,"[""good""]",low,全曲整体略散漫,全曲建议统一提速，听评1.5倍速正好,human,,2026-06-20T13:49:40.840Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P01_LOCAL_PHRASE,XWC_P01,XWC_P01_N01_to_XWC_P01_N04,E_REVIEWED,F_FINAL_REVIEWED,usable,"[""transition_unnatural""]",low,最后1个散音与泛音的连接再紧密一点,注意整体拍数要符合音律，不要无脑调整散音与泛音间隔,human,,2026-06-20T13:39:20.159Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P02_LOCAL_PHRASE,XWC_P02,XWC_P02_N01_to_XWC_P02_N06,E_REVIEWED,F_FINAL_REVIEWED,usable,"[""good"", ""transition_unnatural""]",low,最后一个散音节拍略长,略微缩短，但需注意整句符合音律节拍,human,,2026-06-20T13:42:53.454Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P03_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P03_LOCAL_PHRASE,XWC_P03,XWC_P03_N01_to_XWC_P03_N06,E_REVIEWED,F_FINAL_REVIEWED,good,"[""transition_unnatural"", ""good""]",low,同第2句,同第2句,human,,2026-06-20T13:42:50.748Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P04_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,E_REVIEWED,F_FINAL_REVIEWED,good,"[""transition_unnatural"", ""good""]",low,同第2句,同第2句,human,,2026-06-20T13:42:55.571Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P05_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,E_REVIEWED,F_FINAL_REVIEWED,good,"[""transition_unnatural"", ""good""]",low,同第2句,同第2句,human,,2026-06-20T13:43:10.354Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,E_REVIEWED,F_FINAL_REVIEWED,good,"[""transition_unnatural"", ""good""]",low,同第1句,同第1句,human,,2026-06-20T13:44:12.687Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,E_REVIEWED,F_FINAL_REVIEWED,good,"[""good"", ""transition_unnatural""]",low,同第1句,同第1句,human,,2026-06-20T13:44:30.371Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,E_REVIEWED,F_FINAL_REVIEWED,good,"[""good""]",low,同第1句,同第1句,human,,2026-06-20T13:45:08.321Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_E_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,E_REVIEWED,F_FINAL_REVIEWED,good,"[""transition_unnatural"", ""good""]",low,同第1句,同第1句,human,,2026-06-20T13:45:39.038Z,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P01_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P01_LOCAL_PHRASE,XWC_P01,XWC_P01_N01_to_XWC_P01_N04,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p01_class_n03_to_n04_tightened""]",low,F 生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N03->N04。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P02_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P02_LOCAL_PHRASE,XWC_P02,XWC_P02_N01_to_XWC_P02_N06,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p02_class_n05_to_n06_tightened"", ""t008_safety_guard""]",low,F 生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接。 T008-safe 继承 E 的 XWC_P02_N03=T014，不回退 T008。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N05->N06。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P03_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P03_LOCAL_PHRASE,XWC_P03,XWC_P03_N01_to_XWC_P03_N06,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p02_class_n05_to_n06_tightened""]",low,F 生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N05->N06。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P04_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p02_class_n05_to_n06_tightened""]",low,F 生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N05->N06。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P05_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p02_class_n05_to_n06_tightened""]",low,F 生成记录：继承 E 听评；P02 类收紧 N05 到 N06 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N05->N06。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P06_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p01_class_n03_to_n04_tightened""]",low,F 生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N03->N04。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P07_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p01_class_n03_to_n04_tightened""]",low,F 生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N03->N04。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P08_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p01_class_n03_to_n04_tightened""]",low,F 生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N03->N04。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P09_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x"", ""p01_class_n03_to_n04_tightened""]",low,F 生成记录：继承 E 听评；P01 类收紧 N03 到 N04 的连接。 P09 只继承 P01 类 timing 修订，不绑定 T008-safe。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速，并收紧 N03->N04。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_REVIEW_XWC_P10_LOCAL_PHRASE_F_FINAL_REVIEWED,R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,F_FINAL_REVIEWED,F_FINAL_REVIEWED,,"[""f_global_tempo_1_5x""]",low,F 生成记录：P10 作为全局 tempo policy 来源，而非局部第 10 句修订。,E_REVIEWED -> F_FINAL_REVIEWED：全曲 attack timeline 约 1.5 倍提速。,codex_f_generation,,2026-06-20T21:20:49.312863+00:00,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
